"","X1","RECORDING_SESSION_LABEL","Trial_Index_","LEFT_FIX_INDEX","LEFT_FIX_START_X","LEFT_FIX_START_Y","LEFT_PUPIL_SIZE","spiral_type","LEFT_IN_SACCADE","RIGHT_PUPIL_SIZE","RIGHT_FIX_START_X","RIGHT_FIX_START_Y","RIGHT_FIX_INDEX","RIGHT_IN_SACCADE","LEFT_FIX_END_X","LEFT_FIX_END_Y","RIGHT_FIX_END_X","RIGHT_FIX_END_Y","Disparity_Start","Disparity_End","DisparityType_Start","DisparityType_End","Fixation_disparity","Spiral_num","Disparity_change","ID","Trial","LEFT_travelX","LEFT_travelY","RIGHT_travelX","RIGHT_travelY","X_direction","Y_direction","XY_direction"
"2437",2447,"SR",1,49,852.6,530.3,812,"clockwise",0,785,766.4,527.8,47,0,887.4,543.8,813.3,541.6,-86.2,-74.1,"Crossed","Crossed","diverge","Contrasting",12.1,"SR",1,34.8,13.5,46.9,13.8000000000001,"center_Left","center_Up","Left_Up"
"2438",2448,"SR",1,50,845.1,514.3,864,"clockwise",0,823,782.7,511.6,48,0,861.7,530.3,798.2,535,-62.4,-63.5,"Crossed","Crossed","converge","Contrasting",-1.10000000000002,"SR",1,16.6,16,15.5,23.4,"center_Left","center_Up","Left_Up"
"2439",2449,"SR",1,51,837.1,525.1,1001,"clockwise",0,925,774.7,527.9,49,0,851.8,526.7,786.2,540.6,-62.4,-65.5999999999999,"Crossed","Crossed","converge","Contrasting",-3.19999999999993,"SR",1,14.6999999999999,1.60000000000002,11.5,12.7,"center_Left","center_Up","Left_Up"
"2440",2450,"SR",1,52,853.5,546.6,965,"clockwise",0,932,788.3,555.7,50,0,870.2,536.5,801.8,548.5,-65.2,-68.4000000000001,"Crossed","Crossed","converge","Contrasting",-3.20000000000005,"SR",1,16.7,-10.1,13.5,-7.20000000000005,"center_Left","center_Up","Left_Up"
"2441",2451,"SR",1,53,848.6,527.3,929,"clockwise",0,887,788.6,536.6,50,0,859.8,531.9,800,540.6,-60,-59.8,"Crossed","Crossed","diverge","Contrasting",0.200000000000045,"SR",1,11.1999999999999,4.60000000000002,11.4,4,"center_Left","center_Up","Left_Up"
"2442",2452,"SR",1,54,827.3,516.6,950,"clockwise",0,908,771.3,522,51,0,861.7,525.4,793,540.2,-56,-68.7,"Crossed","Crossed","converge","Contrasting",-12.7,"SR",1,34.4000000000001,8.79999999999995,21.7,18.2,"center_Left","center_Up","Left_Up"
"2443",2453,"SR",1,55,844.8,518.8,906,"clockwise",0,898,776.8,531.8,52,0,881.7,537.7,798.4,537.7,-68,-83.3000000000001,"Crossed","Crossed","converge","Contrasting",-15.3000000000001,"SR",1,36.9000000000001,18.9000000000001,21.6,5.90000000000009,"center_Left","center_Up","Left_Up"
"2444",2454,"SR",29,19,820.9,567,491,"clockwise",0,491,758.5,542.9,19,0,819.2,571.5,758.7,544.9,-62.4,-60.5,"Crossed","Crossed","diverge","Contrasting",1.89999999999998,"SR",29,-1.69999999999993,4.5,0.200000000000045,2,"center_Left","center_Up","Left_Up"
"2445",2455,"SR",29,20,856.4,527.9,488,"clockwise",0,490,799.5,500.2,20,0,861.3,535.3,806.4,513,-56.9,-54.9,"Crossed","Crossed","diverge","Contrasting",2,"SR",29,4.89999999999998,7.39999999999998,6.89999999999998,12.8,"center_Left","center_Down","Left_Down"
"2446",2456,"SR",29,21,839.6,529.4,573,"clockwise",0,573,789.9,496,21,0,849.4,540.9,794.9,510.5,-49.7,-54.5,"Crossed","Crossed","converge","Contrasting",-4.79999999999995,"SR",29,9.79999999999995,11.5,5,14.5,"center_Left","center_Down","Left_Down"
"2447",2457,"SR",29,22,841.8,526.5,572,"clockwise",0,566,793.5,517.6,22,0,852.7,521.8,801.8,499.1,-48.3,-50.9000000000001,"Crossed","Crossed","converge","Contrasting",-2.60000000000014,"SR",29,10.9000000000001,-4.70000000000005,8.29999999999995,-18.5,"center_Left","center_Down","Left_Down"
"2448",2458,"SR",29,23,832.2,517.2,596,"clockwise",0,605,784.2,486.8,23,0,858,531.4,812.1,511.3,-48,-45.9,"Crossed","Crossed","diverge","Contrasting",2.10000000000002,"SR",29,25.8,14.1999999999999,27.9,24.5,"center_Left","center_Down","Left_Down"
"2449",2459,"SR",29,24,833.6,523.4,608,"clockwise",0,641,784.8,494.6,24,0,856.7,541.4,817.4,519.5,-48.8000000000001,-39.3000000000001,"Crossed","Crossed","diverge","Contrasting",9.5,"SR",29,23.1,18,32.6,24.9,"center_Left","center_Down","Left_Down"
"2450",2460,"SR",29,25,842.8,510.2,648,"clockwise",0,686,799.9,487.2,25,0,852.4,548.6,799,516.2,-42.9,-53.4,"Crossed","Crossed","converge","Contrasting",-10.5,"SR",29,9.60000000000002,38.4,-0.899999999999977,29.0000000000001,"center_Left","center_Down","Left_Down"
"2451",2461,"SR",29,26,842.8,527.7,661,"clockwise",0,659,799.9,501.5,26,0,859.1,522.1,808.1,496.9,-42.9,-51,"Crossed","Crossed","converge","Contrasting",-8.10000000000002,"SR",29,16.3000000000001,-5.60000000000002,8.20000000000005,-4.60000000000002,"center_Left","center_Down","Left_Down"
"2452",2462,"SR",29,27,829.4,522,611,"clockwise",0,636,781,494.1,27,0,856.8,536.3,809.9,510.8,-48.4,-46.9,"Crossed","Crossed","diverge","Contrasting",1.5,"SR",29,27.4,14.3,28.9,16.7,"center_Left","center_Down","Left_Down"
"2453",2463,"SR",29,28,835.8,527.1,603,"clockwise",0,623,793.2,499.6,28,0,850.1,529.5,804.6,504.5,-42.5999999999999,-45.5,"Crossed","Crossed","converge","Contrasting",-2.90000000000009,"SR",29,14.3000000000001,2.39999999999998,11.4,4.89999999999998,"center_Left","center_Down","Left_Down"
"2454",2464,"SR",29,29,824.9,516.5,634,"clockwise",0,671,783,486.4,29,0,843.1,532.8,818.4,513.8,-41.9,-24.7,"Crossed","Crossed","diverge","Contrasting",17.1999999999999,"SR",29,18.2,16.3,35.4,27.4,"center_Left","center_Down","Left_Down"
"2455",2465,"SR",29,30,818.1,530.4,799,"clockwise",0,811,791.8,503.3,30,0,855,540.7,815.5,522.7,-26.3000000000001,-39.5,"Crossed","Crossed","converge","Contrasting",-13.1999999999999,"SR",29,36.9,10.3000000000001,23.7,19.4,"center_Left","center_Down","Left_Down"
"2456",2466,"SR",29,31,825.9,529.5,674,"clockwise",0,695,787.5,499.7,31,0,849.8,533.8,808,511.6,-38.4,-41.8,"Crossed","Crossed","converge","Contrasting",-3.39999999999998,"SR",29,23.9,4.29999999999995,20.5,11.9,"center_Left","center_Down","Left_Down"
"2457",2467,"SR",29,32,831.5,530.3,673,"clockwise",0,692,790.7,496.5,32,0,854.9,540.8,806.2,508.9,-40.8,-48.6999999999999,"Crossed","Crossed","converge","Contrasting",-7.89999999999998,"SR",29,23.4,10.5,15.5,12.4,"center_Left","center_Down","Left_Down"
"2458",2468,"SR",29,33,835.2,527.7,626,"clockwise",0,644,793.4,493.8,32,0,857.4,531.1,810,508.5,-41.8000000000001,-47.4,"Crossed","Crossed","converge","Contrasting",-5.59999999999991,"SR",29,22.1999999999999,3.39999999999998,16.6,14.7,"center_Left","center_Down","Left_Down"
"2459",2469,"SR",29,34,834.3,521.7,625,"clockwise",0,654,791.2,495.7,33,0,865.8,537.5,817.8,513.8,-43.0999999999999,-48,"Crossed","Crossed","converge","Contrasting",-4.90000000000009,"SR",29,31.5,15.8,26.5999999999999,18.1,"center_Left","center_Down","Left_Down"
"2460",2470,"SR",29,35,839,527.2,586,"clockwise",0,601,789.2,493.8,34,0,861.3,537.9,823.3,515.9,-49.8,-38,"Crossed","Crossed","diverge","Contrasting",11.8,"SR",29,22.3,10.6999999999999,34.0999999999999,22.1,"center_Left","center_Down","Left_Down"
"2461",2471,"SR",29,36,837.9,532.4,657,"clockwise",0,673,800.6,504.6,35,0,863,537.4,826,518.6,-37.3,-37,"Crossed","Crossed","diverge","Contrasting",0.299999999999955,"SR",29,25.1,5,25.4,14,"center_Left","center_Down","Left_Down"
"2462",2472,"SR",29,37,835.4,521.8,628,"clockwise",0,650,797.6,499,37,0,852,531.7,813.1,505.1,-37.8,-38.9,"Crossed","Crossed","converge","Contrasting",-1.10000000000002,"SR",29,16.6,9.90000000000009,15.5,6.10000000000002,"center_Left","center_Down","Left_Down"
"2463",2473,"SR",29,38,834,528,682,"clockwise",0,703,800.4,497.4,37,0,851.6,537.7,809.7,510.4,-33.6,-41.9,"Crossed","Crossed","converge","Contrasting",-8.29999999999995,"SR",29,17.6,9.70000000000005,9.30000000000007,13,"center_Left","center_Down","Left_Down"
"2464",2474,"SR",29,39,830.6,529.5,672,"clockwise",0,688,787.8,498.2,38,0,851.7,530.3,814.2,508,-42.8000000000001,-37.5,"Crossed","Crossed","diverge","Contrasting",5.30000000000007,"SR",29,21.1,0.799999999999955,26.4000000000001,9.80000000000001,"center_Left","center_Down","Left_Down"
"2465",2475,"SR",29,40,832.7,524.7,664,"clockwise",0,678,798.9,497,38,0,850.4,534.8,820.9,520.5,-33.8000000000001,-29.5,"Crossed","Crossed","diverge","Contrasting",4.30000000000007,"SR",29,17.6999999999999,10.0999999999999,22,23.5,"center_Left","center_Down","Left_Down"
"2466",2476,"SR",29,41,821.7,513.9,665,"clockwise",0,699,787.6,493.5,39,0,852.3,529,810.9,507.7,-34.1,-41.4,"Crossed","Crossed","converge","Contrasting",-7.29999999999995,"SR",29,30.5999999999999,15.1,23.3,14.2,"center_Left","center_Down","Left_Down"
"2467",2477,"SR",29,42,821.1,526.5,609,"clockwise",0,650,783.1,501.5,40,0,838.2,530.5,813.7,511,-38,-24.5,"Crossed","Crossed","diverge","Contrasting",13.5,"SR",29,17.1,4,30.6,9.5,"center_Left","center_Down","Left_Down"
"2468",2478,"SR",29,43,807.5,520.3,717,"clockwise",0,716,784.2,496.7,41,0,844.8,531.6,809.9,503.6,-23.3,-34.9,"Crossed","Crossed","converge","Contrasting",-11.6,"SR",29,37.3,11.3000000000001,25.6999999999999,6.90000000000003,"center_Left","center_Down","Left_Down"
"2469",2479,"SR",29,44,827.2,524.8,622,"clockwise",0,651,791.5,495,42,0,847.6,533.1,808.6,504.8,-35.7,-39,"Crossed","Crossed","converge","Contrasting",-3.29999999999995,"SR",29,20.4,8.30000000000007,17.1,9.80000000000001,"center_Left","center_Down","Left_Down"
"2470",2480,"SR",50,14,840.4,584.7,667,"clockwise",0,698,829,552.5,14,0,843.6,581,828.2,556.6,-11.4,-15.4,"Crossed","Crossed","converge","Contrasting",-4,"SR",50,3.20000000000005,-3.70000000000005,-0.799999999999955,4.10000000000002,"center_Left","center_Up","Left_Up"
"2471",2481,"SR",50,15,847.8,515.7,633,"clockwise",0,669,828.5,481.5,15,0,865.3,542.1,830.6,512.4,-19.3,-34.6999999999999,"Crossed","Crossed","converge","Contrasting",-15.4,"SR",50,17.5,26.4,2.10000000000002,30.9,"center_Left","center_Down","Left_Down"
"2472",2482,"SR",50,16,870,538.7,597,"clockwise",0,651,834.8,478.2,16,0,858.1,526.6,837.9,494.1,-35.2,-20.2,"Crossed","Crossed","diverge","Contrasting",15,"SR",50,-11.9,-12.1,3.10000000000002,15.9,"center_Left","center_Down","Left_Down"
"2473",2483,"SR",50,17,832.7,532.7,730,"clockwise",0,758,814.8,493.8,17,0,855.1,546.1,822.7,517.9,-17.9000000000001,-32.4,"Crossed","Crossed","converge","Contrasting",-14.4999999999999,"SR",50,22.4,13.4,7.90000000000009,24.1,"center_Left","center_Down","Left_Down"
"2474",2484,"SR",50,18,850.8,547.9,664,"clockwise",0,685,819.9,492.8,18,0,857.6,533.2,831.9,500.3,-30.9,-25.7,"Crossed","Crossed","diverge","Contrasting",5.19999999999993,"SR",50,6.80000000000007,-14.6999999999999,12,7.5,"center_Left","center_Down","Left_Down"
"2475",2485,"SR",50,19,830.2,535.6,628,"clockwise",0,657,807.7,495.6,19,0,864.1,537.8,839.6,505.2,-22.5,-24.5,"Crossed","Crossed","converge","Contrasting",-2,"SR",50,33.9,2.19999999999993,31.9,9.59999999999997,"center_Left","center_Down","Left_Down"
"2476",2486,"SR",50,20,843.9,535.3,634,"clockwise",0,659,822.4,499.8,20,0,858.4,540.4,842.4,507.9,-21.5,-16,"Crossed","Crossed","diverge","Contrasting",5.5,"SR",50,14.5,5.10000000000002,20,8.09999999999997,"center_Right","center_Down","Right_Down"
"2477",2487,"SR",50,21,839.3,535,675,"clockwise",0,710,823.1,497.6,21,0,850.6,553.1,823.6,510.8,-16.1999999999999,-27,"Crossed","Crossed","converge","Contrasting",-10.8000000000001,"SR",50,11.3000000000001,18.1,0.5,13.2,"center_Left","center_Down","Left_Down"
"2478",2488,"SR",50,22,841.5,553.5,671,"clockwise",0,714,819.4,496,22,0,869.9,553.2,859.9,513.2,-22.1,-10,"Crossed","Crossed","diverge","Contrasting",12.1,"SR",50,28.4,-0.299999999999955,40.5,17.2,"center_Right","center_Down","Right_Down"
"2479",2489,"SR",50,23,829.8,543.1,685,"clockwise",0,704,822,497.8,23,0,888.7,561.6,859.5,526.9,-7.79999999999995,-29.2,"Crossed","Crossed","converge","Contrasting",-21.4000000000001,"SR",50,58.9000000000001,18.5,37.5,29.1,"center_Right","center_Up","Right_Up"
"2480",2490,"SR",50,24,841.7,530.3,669,"clockwise",0,697,820,493.5,24,0,858.4,536.4,834.5,499.4,-21.7,-23.9,"Crossed","Crossed","converge","Contrasting",-2.19999999999993,"SR",50,16.6999999999999,6.10000000000002,14.5,5.89999999999998,"center_Left","center_Down","Left_Down"
"2481",2491,"SR",50,25,836.9,526.1,669,"clockwise",0,691,817.6,491.1,25,0,850.4,545,825.6,511.8,-19.3,-24.8,"Crossed","Crossed","converge","Contrasting",-5.5,"SR",50,13.5,18.9,8,20.7,"center_Left","center_Down","Left_Down"
"2482",2492,"SR",50,26,844.9,535.9,653,"clockwise",0,684,822.5,477.7,26,0,866.3,531.3,839.6,498.5,-22.4,-26.6999999999999,"Crossed","Crossed","converge","Contrasting",-4.29999999999995,"SR",50,21.4,-4.60000000000002,17.1,20.8,"center_Left","center_Down","Left_Down"
"2483",2493,"SR",50,27,841.8,523.6,651,"clockwise",0,647,813.8,483.6,27,0,851.5,534.4,839,500.8,-28,-12.5,"Crossed","Crossed","diverge","Contrasting",15.5,"SR",50,9.70000000000005,10.8,25.2,17.2,"center_Left","center_Down","Left_Down"
"2484",2494,"SR",50,28,820.1,512.3,748,"clockwise",0,753,811,467.3,28,0,830.4,549.4,832,490.8,-9.10000000000002,1.60000000000002,"Crossed","Uncrossed","diverge","Contrasting",10.7,"SR",50,10.3,37.1,21,23.5,"center_Left","center_Down","Left_Down"
"2485",2495,"SR",50,29,827.8,553.2,788,"clockwise",0,825,836.6,492.7,29,0,856.5,541.9,839.3,502.1,8.80000000000007,-17.2,"Uncrossed","Crossed","converge","Contrasting",-26.0000000000001,"SR",50,28.7,-11.3000000000001,2.69999999999993,9.40000000000003,"center_Left","center_Down","Left_Down"
"2486",2496,"SR",50,30,835.6,535.3,657,"clockwise",0,680,817,487.8,30,0,845.5,534.3,844.3,493.2,-18.6,-1.20000000000005,"Crossed","Crossed","diverge","Contrasting",17.4,"SR",50,9.89999999999998,-1,27.3,5.39999999999998,"center_Right","center_Down","Right_Down"
"2487",2497,"SR",50,31,811.9,530.8,798,"clockwise",0,849,818.7,480.1,31,0,844.3,540.7,832.2,499.5,6.80000000000007,-12.0999999999999,"Uncrossed","Crossed","converge","Contrasting",-18.9,"SR",50,32.4,9.90000000000009,13.5,19.4,"center_Left","center_Down","Left_Down"
"2488",2498,"SR",50,32,811.9,528.8,734,"clockwise",0,764,808.3,479.1,32,0,862.4,531.5,835.7,493.6,-3.60000000000002,-26.6999999999999,"Crossed","Crossed","converge","Contrasting",-23.0999999999999,"SR",50,50.5,2.70000000000005,27.4000000000001,14.5,"center_Left","center_Down","Left_Down"
"2489",2499,"SR",50,33,838.1,522.5,612,"clockwise",0,641,810.2,481.1,33,0,863.8,561.8,828.3,516.5,-27.9,-35.5,"Crossed","Crossed","converge","Contrasting",-7.60000000000002,"SR",50,25.6999999999999,39.3,18.0999999999999,35.4,"center_Left","center_Down","Left_Down"
"2490",2500,"SR",50,34,834.2,543.6,652,"clockwise",0,686,820.4,473.5,34,0,853.1,533.1,830.6,492.3,-13.8000000000001,-22.5,"Crossed","Crossed","converge","Contrasting",-8.69999999999993,"SR",50,18.9,-10.5,10.2,18.8,"center_Left","center_Down","Left_Down"
"2491",2501,"SR",50,35,838.5,527.3,709,"clockwise",0,709,816.3,484.4,35,0,857.2,532,834,489.3,-22.2,-23.2,"Crossed","Crossed","converge","Contrasting",-1,"SR",50,18.7,4.70000000000005,17.7,4.90000000000003,"center_Left","center_Down","Left_Down"
"2492",2502,"SR",50,36,829.1,521.2,695,"clockwise",0,701,810,472.4,36,0,853.9,530,834,487.3,-19.1,-19.9,"Crossed","Crossed","converge","Contrasting",-0.799999999999955,"SR",50,24.8,8.79999999999995,24,14.9,"center_Left","center_Down","Left_Down"
"2493",2503,"SR",50,37,829.3,528.1,663,"clockwise",0,692,809.9,486.9,37,0,864.2,533.5,843.8,498.7,-19.4,-20.4000000000001,"Crossed","Crossed","converge","Contrasting",-1.00000000000011,"SR",50,34.9000000000001,5.39999999999998,33.9,11.8,"center_Right","center_Down","Right_Down"
"2494",2504,"SR",50,38,839.6,521,620,"clockwise",0,649,818.5,477.1,38,0,864.5,548.1,823.5,512.4,-21.1,-41,"Crossed","Crossed","converge","Contrasting",-19.9,"SR",50,24.9,27.1,5,35.3,"center_Left","center_Down","Left_Down"
"2495",2505,"SR",50,39,850.3,548,596,"clockwise",0,630,837.1,467.6,39,0,860.1,528.7,838,500.9,-13.1999999999999,-22.1,"Crossed","Crossed","converge","Contrasting",-8.90000000000009,"SR",50,9.80000000000007,-19.3,0.899999999999977,33.3,"center_Left","center_Down","Left_Down"
"2496",2506,"SR",50,40,837.7,519.8,618,"clockwise",0,641,813.9,476.6,40,0,857.4,523.8,838.4,484.3,-23.8000000000001,-19,"Crossed","Crossed","diverge","Contrasting",4.80000000000007,"SR",50,19.6999999999999,4,24.5,7.69999999999999,"center_Left","center_Down","Left_Down"
"2497",2507,"SR",50,41,834.7,522,619,"clockwise",0,623,814.6,471.6,41,0,849.9,528.6,837.8,490.3,-20.1,-12.1,"Crossed","Crossed","diverge","Contrasting",8,"SR",50,15.1999999999999,6.60000000000002,23.1999999999999,18.7,"center_Left","center_Down","Left_Down"
"2498",2508,"SR",50,42,833,526.9,676,"clockwise",0,705,818.6,482.7,42,0,865.5,534.2,840.8,497.8,-14.4,-24.7,"Crossed","Crossed","converge","Contrasting",-10.3000000000001,"SR",50,32.5,7.30000000000007,22.1999999999999,15.1,"center_Right","center_Down","Right_Down"
"2499",2509,"SR",50,43,841.4,528.1,633,"clockwise",0,664,817,483.7,43,0,863.2,528.5,849,493.5,-24.4,-14.2,"Crossed","Crossed","diverge","Contrasting",10.1999999999999,"SR",50,21.8000000000001,0.399999999999977,32,9.80000000000001,"center_Right","center_Down","Right_Down"
"2500",2510,"SR",50,44,834.1,524.5,679,"clockwise",0,697,816.4,479.3,44,0,862.6,534.3,845.6,499.9,-17.7,-17,"Crossed","Crossed","diverge","Contrasting",0.700000000000045,"SR",50,28.5,9.79999999999995,29.2,20.6,"center_Right","center_Down","Right_Down"
"2501",2511,"SR",50,45,827.9,520.9,637,"clockwise",0,663,809.6,473.2,45,0,859.8,526,836,488.6,-18.3,-23.8,"Crossed","Crossed","converge","Contrasting",-5.5,"SR",50,31.9,5.10000000000002,26.4,15.4,"center_Left","center_Down","Left_Down"
"2502",2512,"SR",71,10,853.4,505,725,"clockwise",0,798,820.6,510.4,10,0,870.9,498.5,827.7,522,-32.8,-43.1999999999999,"Crossed","Crossed","converge","Contrasting",-10.4,"SR",71,17.5,-6.5,7.10000000000002,11.6,"center_Left","center_Down","Left_Down"
"2503",2513,"SR",71,11,853.6,497,690,"clockwise",0,740,812.4,518.3,11,0,874.2,503.8,828.6,517.4,-41.2,-45.6,"Crossed","Crossed","converge","Contrasting",-4.39999999999998,"SR",71,20.6,6.80000000000001,16.2,-0.899999999999977,"center_Left","center_Down","Left_Down"
"2504",2514,"SR",71,12,855.4,494.9,643,"clockwise",0,697,808.2,498.4,14,0,878.6,498,844.4,509.9,-47.1999999999999,-34.2,"Crossed","Crossed","diverge","Contrasting",12.9999999999999,"SR",71,23.2,3.10000000000002,36.1999999999999,11.5,"center_Right","center_Down","Right_Down"
"2505",2515,"SR",71,13,857.9,494.7,751,"clockwise",0,816,826.6,505.1,15,0,865.1,493.6,846.9,527,-31.3,-18.2,"Crossed","Crossed","diverge","Contrasting",13.0999999999999,"SR",71,7.20000000000005,-1.09999999999997,20.3,21.9,"center_Right","center_Up","Right_Up"
"2506",2516,"SR",71,14,835.8,489.6,933,"clockwise",0,998,816.9,517.5,16,0,868.9,514.7,819.6,532.9,-18.9,-49.3,"Crossed","Crossed","converge","Contrasting",-30.4,"SR",71,33.1,25.1,2.70000000000005,15.4,"center_Left","center_Up","Left_Up"
"2507",2517,"SR",71,15,857.8,519.6,759,"clockwise",0,790,820.1,515.3,17,0,877.8,502.2,835.9,517.5,-37.6999999999999,-41.9,"Crossed","Crossed","converge","Contrasting",-4.20000000000005,"SR",71,20,-17.4,15.8,2.20000000000005,"center_Left","center_Down","Left_Down"
"2508",2518,"SR",71,16,848.6,494.1,636,"clockwise",0,671,806.5,503.6,18,0,879.7,509.5,842,527.8,-42.1,-37.7,"Crossed","Crossed","diverge","Contrasting",4.39999999999998,"SR",71,31.1,15.4,35.5,24.1999999999999,"center_Right","center_Up","Right_Up"
"2509",2519,"SR",71,17,853,494.7,642,"clockwise",0,691,815.7,507.3,19,0,875.5,506,835.6,520.2,-37.3,-39.9,"Crossed","Crossed","converge","Contrasting",-2.60000000000002,"SR",71,22.5,11.3,19.9,12.9,"center_Left","center_Down","Left_Down"
"2510",2520,"SR",71,18,862.2,501.4,680,"clockwise",0,744,824.4,511.3,19,0,866.7,514.6,831.3,521.1,-37.8000000000001,-35.4000000000001,"Crossed","Crossed","diverge","Contrasting",2.39999999999998,"SR",71,4.5,13.2,6.89999999999998,9.80000000000001,"center_Left","center_Down","Left_Down"
"2511",2521,"SR",71,19,847.5,503.7,712,"clockwise",0,780,815,504.9,20,0,870.6,505,839.7,520,-32.5,-30.9,"Crossed","Crossed","diverge","Contrasting",1.60000000000002,"SR",71,23.1,1.30000000000001,24.7,15.1,"center_Left","center_Down","Left_Down"
"2512",2522,"SR",71,20,836.4,503.8,662,"clockwise",0,722,803.6,503.4,21,0,868.1,519.1,824.9,537.2,-32.8,-43.2,"Crossed","Crossed","converge","Contrasting",-10.4000000000001,"SR",71,31.7,15.3,21.3,33.8000000000001,"center_Left","center_Up","Left_Up"
"2513",2523,"SR",71,21,862.5,512.5,595,"clockwise",0,676,827.7,509.8,22,0,882.8,508.6,832.5,514.5,-34.8,-50.3,"Crossed","Crossed","converge","Contrasting",-15.5,"SR",71,20.3,-3.89999999999998,4.79999999999995,4.69999999999999,"center_Left","center_Down","Left_Down"
"2514",2524,"SR",71,22,861.5,504.4,584,"clockwise",0,629,814.8,501.4,23,0,869.6,511,844.4,525.3,-46.7,-25.2,"Crossed","Crossed","diverge","Contrasting",21.5,"SR",71,8.10000000000002,6.60000000000002,29.6,23.9,"center_Right","center_Up","Right_Up"
"2515",2525,"SR",71,23,846.1,505,719,"clockwise",0,767,820.5,517.1,24,0,881.2,502.6,836.7,523.5,-25.6,-44.5,"Crossed","Crossed","converge","Contrasting",-18.9,"SR",71,35.1,-2.39999999999998,16.2,6.39999999999998,"center_Left","center_Down","Left_Down"
"2516",2526,"SR",71,24,859.2,506.6,662,"clockwise",0,710,816.8,521,25,0,884.3,508.6,844.6,521.7,-42.4000000000001,-39.6999999999999,"Crossed","Crossed","diverge","Contrasting",2.70000000000016,"SR",71,25.0999999999999,2,27.8000000000001,0.700000000000045,"center_Right","center_Down","Right_Down"
"2517",2527,"SR",71,25,855.9,503.7,670,"clockwise",0,711,821,515.1,26,0,882.3,507.5,833.7,521,-34.9,-48.5999999999999,"Crossed","Crossed","converge","Contrasting",-13.6999999999999,"SR",71,26.4,3.80000000000001,12.7,5.89999999999998,"center_Left","center_Down","Left_Down"
"2518",2528,"SR",71,26,866.6,503.9,611,"clockwise",0,650,821,517.6,26,0,891.6,511.7,853.8,531.1,-45.6,-37.8000000000001,"Crossed","Crossed","diverge","Contrasting",7.79999999999995,"SR",71,25,7.80000000000001,32.8,13.5,"center_Right","center_Up","Right_Up"
"2519",2529,"SR",71,27,854.1,500.7,688,"clockwise",0,714,818.7,521.5,27,0,877.1,507.3,838.7,528.3,-35.4,-38.4,"Crossed","Crossed","converge","Contrasting",-3,"SR",71,23,6.60000000000002,20,6.79999999999995,"center_Left","center_Up","Left_Up"
